Price sale,CPU,Ram,Storage,Operating system,Brand,Screen size,discount
0.1648084330022299,0.2,0.0117647058823529,0.227364185110664,1.0,0.0,0.5575221238938053,0.1744680851063829
0.1756199743225893,0.2,0.0117647058823529,0.0985915492957746,1.0,0.125,0.5265486725663717,0.5106382978723404
0.1298275626731536,0.5,0.0117647058823529,0.227364185110664,0.0,0.875,0.5575221238938053,0.0
0.0843975944320562,0.2,0.0117647058823529,0.0985915492957746,1.0,0.9375,0.5575221238938053,0.2978723404255319
0.1298275626731536,0.1,0.0039215686274509,0.0342052313883299,1.0,0.5,0.5575221238938053,0.0
0.6622069058720185,0.3,0.0588235294117647,0.227364185110664,1.0,0.125,0.6460176991150443,0.425531914893617
0.1012906277451179,0.1,0.0117647058823529,0.227364185110664,1.0,0.0,0.6283185840707964,0.2553191489361702
0.0925062504223258,0.2,0.0117647058823529,0.0985915492957746,1.0,0.75,0.6283185840707964,0.076595744680851
0.1298275626731536,0.1,0.0039215686274509,0.0342052313883299,1.0,0.75,0.5575221238938053,0.0
0.1298275626731536,0.2,0.0039215686274509,0.0985915492957746,0.0,0.875,0.6283185840707964,0.0
0.0877762010946685,0.1,0.0039215686274509,0.0985915492957746,1.0,0.1875,0.6283185840707964,0.0638297872340425
0.1298275626731536,0.2,0.0117647058823529,0.227364185110664,1.0,0.125,0.6460176991150443,0.0
0.1756199743225893,0.9,0.0274509803921568,0.227364185110664,1.0,0.75,0.5575221238938053,0.0
0.202648827623488,0.2,0.0274509803921568,0.0985915492957746,1.0,0.125,0.6283185840707964,0.2127659574468085
0.0675045611189945,0.0,0.0039215686274509,0.0342052313883299,1.0,0.5,0.5575221238938053,0.0
0.1298275626731536,0.7000000000000001,0.0039215686274509,0.0985915492957746,1.0,0.9375,0.5575221238938053,0.0
0.1704837301036902,0.1,0.0117647058823529,0.0342052313883299,1.0,0.125,0.6017699115044248,0.0
0.8445840935198324,0.3,0.0588235294117647,0.227364185110664,1.0,0.9375,0.7035398230088495,0.0
0.0958848570849381,0.1,0.0039215686274509,0.0985915492957746,1.0,0.5,0.6017699115044248,0.1531914893617021
0.1298275626731536,0.0,0.0,0.0342052313883299,1.0,0.5,0.6283185840707964,0.0
0.1891344009730387,0.5,0.0117647058823529,0.0342052313883299,0.0,0.875,0.5398230088495575,0.0
0.1298275626731536,0.1,0.0039215686274509,0.0985915492957746,1.0,0.5,0.5575221238938053,0.0
0.1310223663761064,0.2,0.0117647058823529,0.0985915492957746,1.0,0.5,0.5575221238938053,0.251063829787234
0.1215622677207919,0.2,0.0117647058823529,0.0985915492957746,1.0,0.125,0.6283185840707964,0.1276595744680851
0.0695317251165619,0.0,0.0039215686274509,0.0985915492957746,1.0,0.1875,0.6283185840707964,0.0
0.0695317251165619,0.0,0.0039215686274509,0.0985915492957746,1.0,0.125,0.6460176991150443,0.0
0.2567065342252855,0.1,0.0117647058823529,0.0342052313883299,1.0,0.8125,0.6902654867256637,0.0
0.1298275626731536,0.0,0.0,0.0985915492957746,1.0,0.5,0.5575221238938053,0.0
0.1298275626731536,0.2,0.0039215686274509,0.0342052313883299,1.0,0.1875,0.5265486725663717,0.0
0.1298275626731536,0.4,0.0274509803921568,0.0985915492957746,0.0,0.875,0.5575221238938053,0.0
0.0742617744442192,0.7000000000000001,0.0117647058823529,0.0985915492957746,1.0,0.125,0.5575221238938053,0.0638297872340425
0.0911548077572809,0.7000000000000001,0.0039215686274509,0.0985915492957746,1.0,0.0,0.6283185840707964,0.2765957446808511
0.1412257584971957,0.1,0.0117647058823529,0.0985915492957746,1.0,0.75,0.6460176991150443,0.0
0.2229204675991621,0.8,0.0117647058823529,0.227364185110664,1.0,0.0,0.6460176991150443,0.2127659574468085
0.1704837301036902,0.1,0.0039215686274509,0.0985915492957746,1.0,0.1875,0.6283185840707964,0.0
0.172241367659977,0.2,0.0039215686274509,0.0985915492957746,1.0,0.3125,0.6283185840707964,0.2553191489361702
0.1756199743225893,0.2,0.0039215686274509,0.0342052313883299,1.0,0.1875,0.6017699115044248,0.2127659574468085
0.1704837301036902,0.8,0.0039215686274509,0.0985915492957746,1.0,0.125,0.5575221238938053,0.0
0.0776403811068315,0.7000000000000001,0.0117647058823529,0.0342052313883299,1.0,0.125,0.5575221238938053,0.0638297872340425
0.192513007635651,0.2,0.0117647058823529,0.227364185110664,1.0,0.9375,0.6283185840707964,0.3191489361702127
